name,description,logo_url,url
Kenya Industrial Research and Development Institute (KIRDI),"KIRDI is a public research institution under the Ministry of Investments, Trade and Industry. The mandate of the Institute is to undertake research, development and innovation in industrial and allied technologies and to disseminate the research findings to support industrial development.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kirdi-logo.png,https://kirdi.ecitizen.go.ke/
Kenya Institute For Public Policy Research And Analysis (KIPPRA),To provide quality public policy advice to the Government of Kenya by conducting objective research and analysis and through capacity building in order to contribute to the achievement of national development goals.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KIPPRA-logo.jpg,https://kippra.or.ke
Kenya Institute Of Business Training (KIBT),"To provide Business and Management Development Services to MSMEs and other Interest Groups through: Training, Research, Consultancy, Counseling, Extension Services and Business Information for improved performance",/en/images/ico-mcda-default.svg,https://www.kibt.go.ke/business-training
Kenya Institute Of Primate Research (KIPRE),To improve human health and biodiversity through advances in basic and preclinical biomedical research and non-human primate conservation.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kipre.jpg,https://kipre.ecitizen.go.ke/
Kenya Institute Of Supplies Examination Board,"Kenya Institute of Supplies Examination Board (KISEB) is a professional examination body with the mandate to develop syllabuses, conduct examinations for professional supply chain management certification.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KISEB-LOGO.jpg,https://kiseb.or.ke/
Kenya Institute for the Blind,"Ensuring a fair, safe, and inclusive environment for the well-being of visually impaired Kenyans.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Keib-Logo.jpeg,https://keib.ecitizen.go.ke/
Kenya Institute of Curriculum Development (KICD),"The Kenya Institute of Curriculum Development (KICD) was established by the Government of Kenya on the 14th of January 2013 under an Act of Parliament- It also evaluates vets and approves the curricular and curriculum support materials for basic and tertiary education, as well as offering curriculum based consultancy services in basic and tertiary education and training.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KICD_Logo.png,https://kicd.ac.ke/
Kenya Institute of Mass Communication (KIMC),"The Kenya Institute of Mass Communication (KIMC) is a public media training institution under the Ministry of Information, Communications and Digital Economy. It was established in 1961 with a core mandate in media and communication training at middle level for both public and private sector. It has a strong emphasis on practical hands - on training aimed at meeting the great demand in the ever-changing technology industry",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KIMC-Logo.png,https://kimc.ecitizen.go.ke/
Kenya Institute of Special Education,"Kenya Institute of Special Education (KISE) is a semi-autonomous government agency of the Ministry of Education, Kenya. It was established through a Legal Notice No. 17 of 14th February 1986. Our goal is to ensure that every child with special needs and disability accesses quality education and achieves their full potential.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kise-logo2.jpg,https://kise.ecitizen.go.ke/
Kenya Institute of Supplies Management (KISM),"The Kenya Institute of Supplies Management is a body corporate established under Section 3 of the “Supplies Practitioners Management Act, 2007”. The mandate of KISM is to, amongst others, make provision for the training, registration, and licensing of supplies practitioners; to regulate their practice and for connected purposes.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KISM-Logo.jpg,https://kism.or.ke/
Kenya Investment Authority,"Kenya Investment Authority (KenInvest) is a statutory body established in 2004
and currently operating through an Act of Parliament (Investment Promotion Act
No. 6 of 2004) with the main objective of promoting investments in Kenya. It is
responsible for facilitating the implementation of new investment projects,
providing After Care services for new and existing investments, as well as
organizing investment promotion activities both locally and internationally",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KIC.jpg, https://myaccount.invest.go.ke/site-login?kc_locale=en
Kenya Law Reform Commission,"To facilitate law reform conducive to social, economic and political development",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Law-reform-logo.jpeg,https://klrc.go.ke
Kenya Leather Development Council,"Kenya Leather Development Council (KLDC) is a State Corporation established by the Government of Kenya under the Kenya Leather Development Council Order, 2011 (Legal Notice No. 114 of 9th September, 2011), under the State Corporations Act (Cap.446), Laws of Kenya. The Council was instituted as a Specialized agency to drive the Government’s agenda on the development leather industry. To achieve this, the Council is expected to regulate and facilitate the growth of the industry.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kldc-logo.jpg,https://services.leathercouncil.go.ke/
Kenya Literature Bureau,"Access, purchase and download quality Kenya Literature Bureau e-books.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KLB-logo.jpeg,https://klbbooks.com/
Kenya Marine and Fisheries Research Institute,"KMFRI's mandate is to undertake research in ""marine and freshwater fisheries, aquaculture, environmental and ecological studies, and marine research including chemical and physical oceanography"", in order to provide scientific data and information for sustainable development of the Blue Economy.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kmfri-logo.jpg,https://kmfri.ecitizen.go.ke/
Kenya Maritime Authority,Access permits and licenses via the Kenya Maritime Authority's new online service portal.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-kenya-maritime-authority.jpg,https://public.kma.go.ke:8443/
Kenya Meat Commission,"To procure, process and market high quality meat and meat products at competitive prices using efficient, effective and environmentally friendly systems to the satisfaction of customers and other stakeholders",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KMC-Logo.png,https://kenyameat.co.ke/
Kenya Medical Laboratory Technicians and Technologists Board,KMLTTB strives to ensure that medical services in the country are regulated and aligned to the global emerging trends in an effort to provide the highest quality medical services to Kenyans without compromise.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KMLTTB-logo.png,https://kmlttb.ecitizen.go.ke/
Kenya Medical Practitioners And Dentists Council,"To regulate the training, practice and licensing of medicine &amp; dentistry and healthcare institutions that include private &amp; mission hospitals, medical, dental centers &amp; clinics, nursing and maternity homes and standalone funeral homes",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KMPDC-Logo.png,https://kmpdc.go.ke
Kenya Medical Research Institute(KEMRI),"Explore Kemri's online services to access health research, innovation and capacity building.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kemri-logo.png,https://www.kemri.go.ke/
Kenya Medical Supplies Authority(KEMSA),"Procure, Warehouse and Distribute Health Products and Technologies",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KEMSA-LOGO-MASTER-COPY.jpg,https://lmis3.kemsa.go.ke/auth/signin
Kenya Medical Training College,"To produce competent health professionals through training and research, and provide consultancy services",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KMTC.png,https://jiunge.com/
Kenya Meteorological Department,Providing weather and climate Information services for sustainable development,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/court-of-arm.jpg,https://kmd.ecitizen.go.ke/
Kenya National Archives and Documentation Service,Preserving valuable public records as part of the documentary heritage of the Republic of Kenya.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/court-of-arm.jpg,https://archives.ecitizen.go.ke/
Kenya National Bureau of Statistics,"To provide, manage and promote quality statistical services through utilization of best practices for evidence-based decision making",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/knbs_logo.jpg,https://www.knbs.or.ke/
Kenya National Commission for UNESCO,"The Commission mobilizes financial, technical, and informational resources from UNESCO;
promotes collaborations between national and international institutions; promotes knowledge
and information sharing; facilitates national and international policy formulation in the fields
of Education, Sciences, Culture, and Communication &amp; Information among other functions.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KNATCOM_Logo.png,https://unesco.go.ke
Kenya National Entreprenuers Savings Trust(Knest),"The Kenya National Entrepreneurs Savings Trust (KNEST) is a unique National Informal Sector Scheme designed
to meet the unique diverse needs of the marginalized informal Sector workers who have traditionally been excluded from the existing formal pensions and savings arrangements",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KNEST-LOGO.jpg,https://knest.go.ke/en/
Kenya National Examination Council (KNEC),Set and maintain examinations standards,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/logo_knec_new.png,https://qmis.knec.ac.ke/externalLogin
Kenya National Highway Authority(KeNHA),"The Kenya National Highways Authority (KeNHA) is a statutory body established under the Kenya Roads Act of 2007 and inaugurated in September 2008.
KeNHA is responsible for the development, rehabilitation, management and maintenance of all National Trunk Roads comprising of Class S, A, and B roads.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KENHA-LOGO.jpg,https://permits.kenha.co.ke:7080/
Kenya National Innovation Agency,"The Kenya National Innovation Agency (KeNIA) is a State Corporation established under the Science, Technology and Innovation (STI) Act, No. 28 of 2013 under the Ministry of Education. The core mandate of the Agency is to develop and manage the National Innovation System. The Agency is therefore responsible for co-ordination, promotion and regulation of the National Innovation System.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kenialogo_transparent.png,https://innovationagency.go.ke
Kenya National Library Services,"Preserving the national documentary heritage and enabling access to information
and knowledge",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/knls-logo.jpg,https://knls.ecitizen.go.ke/dashboard
Kenya National Public Health Institute (NPHI),"The Institute was established to consolidate and coordinate key activities in public health, including prevention, early detection of public health emergencies, and events of concern. The institute's mandate is to strengthen and promote public health issues by providing a centralized platform for managing and responding to outbreaks and emergencies at various levels, from national to community",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NPHI-logo.jpeg,https://www.nphi.go.ke/
Kenya National Qualifications Authority,Kenya National Qualifications Authority accepts online applications of academic qualifications for alignment into the Kenya National Qualifications Framework(KNQF) according to the level descriptors and validation from both Kenyans and Foreigners through this platform,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KNQA-LOGO.jpeg,https://qa.knqa.go.ke/
Kenya National Shipping Line Ltd,To provide competitive shipping and logistics services and safeguard national aspirations in facilitating global trade,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KNSL-LOGO.png,https://knsl.ecitizen.go.ke/
Kenya National Trading Corporation,"The Kenya National Trading Corporation Ltd is a State Corporation in the Ministry of Industry, Trade &amp; Investment, mandated to act as a procurement agent for the government and participate in the promotion of wholesale and retail trade in order to strengthen the supply chain of essential products within the country.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KNTC-New-Logo.png,http://www.kntc.go.ke/
Kenya News Agency,Provide information to citizens to make informed decisions.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kenya-News-Agency.jpeg,https://www.kenyanews.go.ke/
Kenya Nuclear Regulatory Authority,"Kenya Nuclear Regulatory Authority (KNRA) is a public entity established under Section 5 of the Nuclear Regulatory Act No. 29 of 2019, which commenced on 10th January 2020, to provide protection of persons, property and the environment against the harmful effects of ionizing and non-ionizing radiation through the establishment of a system of regulatory control.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KNRA.jpg,https://knra.ecitizen.go.ke/
Kenya Plant Health Inspectorate Services,"Kenya Plant Health Inspectorate Service (KEPHIS) is the government parastatal whose responsibility is to assure the quality of agricultural inputs and produce to prevent adverse impacts on the economy, the environment, and human health.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kephis-Logo.jpeg,https://www.kephis.go.ke/
Kenya Ports Authority,"​​The Kenya Ports Authority’s mandate is to maintain, operate, improve and regulate all sea and inland waterway ports in Kenya.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/2023/05/agency-kenya-ports-authority.png,https://kpa.ecitizen.go.ke/
Kenya Power and Lighting Company(KPLC),"Take advantage of our convenient online services for Electricity Applications, Accessing Bill Statements, Registering Complaints, Making Payments and many more.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KPLC-logo.jpg,https://selfservice.kplc.co.ke/
Kenya Railways Corporation,The core mandates of the corporation are to provide efficient and effective rail and inland waterways transport.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Railway-logo.jpg,https://krc.ecitizen.go.ke/
Kenya Revenue Authority,To enhance mobilisation of government revenue and to facilitate growth in economic activities and trade by ensuring compliance with tax and customs laws,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/2023/05/agency-kenya-revenue-authority.png,https://ecitizen.kra.go.ke/
Kenya Rural Roads Authority,"KeRRA is a State Corporation within the State Department of Infrastructure under the Ministry of Transport, Infrastructure, Housing and Urban Development and established through the Kenya Roads Act, 2007.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-kenya-rural-roads-authority.png,https://kerra.go.ke
Kenya School Of Agriculture,"Kenya School of Agriculture is a tertiary agricultural training institution under the Ministry of Agriculture and Livestock Development. Established in 2011, it succeeded Embu Agricultural Staff Training (EAST) College through a Gazette Notice Number 65 on June 17, 2011. The school is currently located at Wambugu Farm in Nyeri County.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/MOW-logo.png,https://ksa.ecitizen.go.ke/
Kenya School Of Government,To contribute to the transformation of public services by inculating national values and developing core skills and competencies for quality service delivery,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kenya-School-Logo-.jpg,https://ksg.ac.ke
Kenya School Of Law,"To provide professional legal education and training through the Advocates and Paralegal Training Programs, and promote continuing legal education for advocates in Kenya and beyond.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/school-of-law-logo.jpg,https://www.ksl.ac.ke
Kenya School of Adventure and Leadership,"Enhancing leadership, team building skills, personal development and environment awareness through experiential training.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kesal-logo-new1.png,https://kesal.ecitizen.go.ke/
Kenya School of TVET,"Kenya School of TVET (KSTVET) formerly Kenya Technical Trainers College (KTTC) is a Government
Institution under the Ministry of Education established with the primary objective of training
Technical Trainers to teach in Technical, Vocational Education and Training (TVET) institutions, and
be employed in all sectors of the economy.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/TVET-logo.jpg,https://www.kttc.ac.ke/
Kenya Seed Company Ltd,To avail sufficient certified seeds competitively through research and development to the satisfaction of stakeholders,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Keed-Seed-Logo.png,https://kenyaseed.com/
Kenya Shipyards Limited,"Kenya Shipyards Limited (KSL) was incorporated on 29 September 2020 with a mandate to lead and catalyse the introduction of shipbuilding industry in Eastern Africa with a focus on meeting the local demand from Kenya Navy, Ministries Departments and Agencies (MDAs) with maritime assets and other public and private domestic and regional clients.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KSL-Logo.jpg,https://kenyashipyards.co.ke/
Kenya Space Agency,"The Agency is a State Corporation under the Ministry of Defence mandated to promote, coordinate and regulate space-related activities to enhance utilization of space technology for national socio economic development.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KSA-Logo-1.png,https://ksa.go.ke/
Kenya Tissue and Transplant Authority,"The Kenya Tissue and Transplant Authority is established under Section 3 of the State Corporations Act Cap 446 vide legal Notice 142 of 2022. KTTA is mandated to coordinate, oversee and ensure access to safe blood, blood transfusion and Transplant Services in Kenya.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kenya-Tissue-logo.jpg,https://portal.health.go.ke/
Kenya Tourism Board,"Develop, implement and co-ordinate a National Tourism marketing strategy",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Tourism-Board-Logo.jpg,https://ktb.go.ke/kenya-tourism-board-service-portal
Kenya Trade Network Agency (KENTRADE),Kenya Trade Network Agency provides access to imports and exports clearance through the National Electronic Single Window System,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kentrade-logo.jpeg,https://www.kentrade.go.ke
Kenya Tsetse and Trypanosomiasis Eradication Council (KENTTEC),Kenya Tsetse and Trypanosomiasis Eradication Council (KENTTEC) is a state Corporation mandated to coordinate all Tsetse and Trypanosomiasis eradication activities in Kenya. The Council was gazetted by Government of Kenya through a gazette legal notice no. 77 of July 2012 as a successor to the Pan-African Tsetse and Trypanosomiasis Eradication Campaign.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kenttec-logo.jpeg,https://kenttec.ecitizen.go.ke/
Kenya Universities and Colleges Placement Service,"he Kenya Universities and Colleges Central Placement Service (KUCCPS) is a State
Corporation that provides career guidance and selects students for admission to universities,
national polytechnics, technical training institutes and other accredited higher learning
institutions for Government of Kenya-sponsored programmes",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kuccps.png, https://www.kuccps.net
Kenya Urban Roads Authority,"Managing, Developing, Rehabilitating and Maintaining the National Urban Trunk Roads",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KURA-logo-1.png,https://kura.ecitizen.go.ke/
Kenya Utalii College,To be a globally recognized and transformative premier tourism and hospitality training center.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-kenya-utalii-college.jpg,https://www.utalii.ac.ke/
Kenya Veterinary Board,"Our mandate is to exercise general supervision and control over the training, business, practice and employment of veterinary surgeons and veterinary paraprofessionals in Kenya and advise the government in relation to all aspects thereof.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KVB-Logo-2.jpg,https://kvb.ecitizen.go.ke/
Kenya Veterinary Vaccine Production Institute,"Producing safe, Quality and Affordable Veterinary Vaccines for Improvement of the Livestock Industry.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Logo-KEVEVAPI-21.png,https://kevevapi.ecitizen.go.ke/
Kenya Vision 2030 Delivery Secretariat,"To provide strategic leadership and coordination in the implementation of the Vision as the country's blueprint and strategy towards making Kenya a newly industrializing upper middle-income, globally competitive, and prosperous country providing high quality of life for all its citizens in a clean and secure environment by the year 2030.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kenya-vision-2030-logo.jpg,https://vision2030.go.ke/v2030-publications/
Kenya Water Institute,"KEWI, as established by the KEWI Act 2001 is mandated to offer training, administer examinations, and offer research and consultancy services in the wider water sector. The Act also mandates the institute to provide a forum for effective collaboration between the public and private sectors and other interested parties to develop the water and sanitation sectors.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kewi.jpg,https://kewi.ecitizen.go.ke/
Kenya Wildlife Research and Training Institute,To conduct and coordinate wildlife research and training through innovative approaches to enable the provision of accurate data and information to stakeholders for decision-making.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/wrti-logo.jpg,https://services.wrti.go.ke/
Kenya Wildlife Service,"Explore. Experience.  Conserve.
Kenya Parks",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KWS-logo.jpg,https://kws.ecitizen.go.ke/
Kenya Year Book Editorial Board,"Kenya Yearbook Editorial Board enhances government communication by disseminating credible information page by page, on projects, initiatives and developments that positively change the lives of citizens.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kenya-yearbook-logo.jpg,https://kyeb.ecitizen.go.ke/
Kenyatta International Convention Center (KICC),"The Kenyatta International Convention Centre (KICC) is a State Corporation established under the Tourism Act 2011 whose objective and purpose is to promote the business of Meetings, Incentive Travel, Conferences and Exhibitions also known as MICE.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KICC-logo-.png,https://billing.ecitizen.go.ke/client/kicc
Kenyatta National Hospital,"KNH offers quality specialized healthcare to patients from the Great Lakes Region, Southern and Central Africa. These services include open heart surgery, neurosurgery, orthopedics surgery, reconstructive surgery, burns management, critical care services, new born services, ophthalmology (cornea transplant), liver resections, oncology, palliative care and renal services (including kidney transplantation), among others",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KNH_Logo1.png,https://knh.ecitizen.go.ke/
Kenyatta University,Providing high quality programs that attract individuals who wish to be globally competitive,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kenyatta_University_Logo.png,https://ku.ecitizen.go.ke/
"Kenyatta University Teaching, Referral and Research Hospital","Kenyatta University Teaching, Referral &amp; Research Hospital (KUTRRH) is a leading Public National Referral Hospital. with a 650-bed hospital equipped with state-of-the-art medical equipment. We employ cutting edge research, innovation, training, and partnerships to keep abreast with advancements in healthcare management.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kutrrh-logo.png,https://www.kutrrh.go.ke
Kibabii University,"To achieve excellence in generation, transmission and enhancement of new knowledge in Science, Technology and Innovation through quality Teaching, Research, Training, Scholarship, Consultancy and Outreach Programmes.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/kibabii-logo-1.jpg,https://portal.kibu.ac.ke/
Kirinyaga University,"To train and develop human resources equipped with innovative skills to inspire enterprise in the disciplines of engineering, science, health and technology, to meet the demands of a dynamic world. Our courses are geared towards producing skilled manpower to create and occupy opportunities in the new dynamic world while addressing areas outlined by the Vision 2030 and beyond.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kirinyaga-University-logo.png.jpeg,https://www.kyu.ac.ke/
Kisii University,"A world-class University in the advancement of academic excellence, research and social welfare aiming to train human resource that meets the development needs of the country and international labour market, sustaining the production of quality and relevant research, disseminate knowledge, skills, values and competencies for the advancement of humanity.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kisii-University-Logo-png.png,https://kisiiuniversity.ac.ke/
Koitaleel Samoei University College,Koitaleel Samoei University College (KSUC) was established in 2015 under the mentorship of the University of Nairobi. KSUC is therefore a creation of section 8 of the University of Nairobi Charter and section 42 of the Universities Act No. 42 of 2012. KSUC Main Campus is in Nandi Hills and Mosoriot Campus where it was formally Mosoriot Teachers Training College,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KSU-logo.jpg,https://ksu.ac.ke/
Konza Technopolis Development Authority,Konza Technopolis is a flagship project under Kenya’s Vision 2030 that aims to transform the country into a newly industrializing middle-income country providing a high quality of life to all its citizens in a clean and secure environment.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/konza-logo-image.png,https://konza.go.ke/
LAPFUND,"LAPFUND is a Defined Contribution Scheme registered and regulated by the Retirement Benefits Act of 1997 and Subsequent Regulations. We are a State Corporation established in 1960 by an Act of Parliament Cap. 272, Laws of Kenya. We operate in accordance with the County Governments Act 2012 (section 132).",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/LAPFUND-Logo.png,https://www.lapfund.or.ke/member-services/online-registration
Laikipia university,"To contribute to the world through Education, Research, Training, Consultancy, Innovation, Outreach, and Collaboration.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Laikipia-University-Logo.jpg,https://laikipia.ac.ke/
Land Rent Refunds Section,"Includes searching for a Title deed, land rent clearance demand notice and payments.",/en/images/ico-mcda-default.svg,https://ardhisasa.lands.go.ke/
MOW Sports Club,"The MoW sports club is owned by the State Department of Public works and is located at
the heart of Kenya’s capital city, Nairobi. The Club is one of the oldest and most popular
recreational and sporting establishment in Kenya.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/MOW-Sports-Clubs.png,https://mowsportsclub.go.ke/
Maasai Mara University,"Maasai Mara University is dedicated to delivering top-tier education, grounded in cutting-edge research and enhanced by global partnerships with industries and academic institutions. The university's areas of expertise encompass Business, Computing, ICT, Education, Psychology, Tourism, Environmental Sciences, and Health Sciences and Research. At the heart of our mission is the pursuit of knowledge and personal transformation. The university is a vibrant community of learners, and our aim is to provide insight into what distinguishes our institution: our unwavering commitment to academic excellence",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Site-Logo.png,https://www.mmarau.ac.ke/
Machakos University,"Machakos University  is a vibrant premier higher education institution whose core mandate is to teach, train, conduct research, innovate, offer community service, generate new knowledge and facilitate technology transfer.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/machakos-logo.png,http://www.mksu.ac.ke
Mama Ngina University College,"Mama Ngina University College is a constituent college of Kenyatta University located in Gatundu, Kiambu County. The university college offers a wide range of high-quality market-driven academic programmes with a major focus on Digital Technology and Primary Health Care.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Mama-Ngina-Logo.png,https://mnu.ac.ke/
Maseno University,"To discover, harness, apply, disseminate and preserve knowledge for good of humanity",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/maseno-University.jpg,https://www.maseno.ac.ke/
Masinde Muliro University of Science and Technology,"To provide excellent university education, training and research through integrating science, technology and innovation into quality programmes to suit the needs of a dynamic world.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/MMU-logo.jpg,https://mmust.ac.ke/
Mathari National Teaching and Referral Hospital,"Mathari National Teaching and Referral Hospital (MNTRH) is Kenya’s leading mental health care facility (level 6). With 700 inpatient beds, we offer comprehensive mental health care, outpatient services, and rehabilitation. Our specialized services include psychiatric care, forensic psychiatry, and child and adolescent mental health care. MNTRH also engages in community outreach to raise mental health awareness and education",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/MNTRH_Logo.png,https://www.mntrh.go.ke
Media Council Of Kenya,"The Media Council of Kenya is an independent national institution established by the Media Council Act, No. 46 of 2013 to set media standards and ensure compliance with those standards as envisaged in Article 34(5) of the Constitution.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/media-council-of-kenya-logo.jpg,https://accreditation.mediacouncil.or.ke:882/login
Meru University,"Mandate: A world-class University of excellence in Science and Technology aiming to provide quality University education, training and research in Science, Technology and innovation.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Meru-University-logo.png.jpeg,https://www.must.ac.ke/
Micro And Small Entreprise Authority(MSEA),The Authority plans to spark industrial revolution by undertaking policy reforms and implementing targeted programmes and activities in the MSE sector,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/msea-logo.png,https://msea.ecitizen.go.ke/
Ministry for Water and Sanitation,"Ministry of Water, Sanitation and Irrigation was established in the year 2023 through an Executive Order No. 1 of March, 2023. The mandate of the ministry is to promote and support integrated water resource management in Kenya.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/MOW-logo.png,https://maji.ecitizen.go.ke/auth/login?redirect_to=%2Fdashboard
Moi Teaching And Referral Hospital,"is a Multi-Specialty National Teaching and Referral Hospital serving the Western half of Kenya (23 Counties with a population of over 25 million people, Eastern Uganda, Southern Sudan, Northern Tanzania, and Democratic Republic of Congo amongst other areas",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/mtrh-logo-1.jpg,https://portal.mtrh.go.ke
Moi University,Experience hassle-free access to Moi University's online services from anywhere.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-moi-university.jpg,https://www.mu.ac.ke/index.php/en/
Multimedia University of Kenya,"To provide quality training, nurture a culture of research, innovation and extension to meet the aspirations of a dynamic society.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/logo-mmu.png,https://mmu.ac.ke/
Murang'a University of Technology,"To advance knowledge and technological transfer through teaching, training, learning, research, and
innovation for sustainable development.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/MUT-Logo-Final-Design.pnj-2-scaled.jpg,https://www.mut.ac.ke/
NAIROBI CENTRE FOR INTERNATIONAL ARBITRATION,"The Nairobi Centre for International Arbitration (NCIA) was established in 2013 by an Act of Parliament, the Nairobi Centre for International Arbitration Act No. 26 of 2013, as a Centre for promotion of international commercial arbitration and other forms of dispute resolution mechanisms. The NCIA offers a neutral venue for the conduct of international arbitration with commitment to providing institutional support to the arbitral process.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NCA.jpg,https://ncia.ecitizen.go.ke/
NATIONAL COUNCIL FOR POPULATION AND DEVELOPMENT,NCPD is a Semi-Autonomous Government Agency mandated with the responsibility of coordinating the implementation of population and development activities in Kenya.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NCPD-Logo.jpeg,https://ncpd.go.ke/all-publications/
NGO Coordination Board,The Non-Governmental Organizations Co-ordination Board is a State Corporation established by the Non-Governmental Organizations Co-ordination Act (Cap 19) of 1990. The Board has the responsibility of regulating and enabling the NGO sector in Kenya. The NGOs Co-ordination Board started its operations in 1992 and is currently under the Ministry of Interior and Co-ordination of National Government.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/ngos-Logo.png,https://ngoboard.ecitizen.go.ke/
Nairobi Metropolitan Area Transport Authority (NaMATA),"The Nairobi Metropolitan Area Transport Authority
(NaMATA) is mandated to oversee the establishment of an
integrated, efficient, effective and sustainable public
transport system within the Nairobi Metropolitan Area
(NMA).",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NaMATA_Logo.jpeg,https://www.namata.go.ke
